#time,accel_x,accel_y,accel_z
2245.511976,296.082377,-74004.825107,1480.411884
2245.514540,592.164754,-74464.482406,444.123565
2245.517103,148.041188,-74311.263306,296.082377
2245.519666,-0.000000,-74464.482406,1924.535449
2245.522229,-592.164754,-74464.482406,3256.906145
2245.524793,296.082377,-74770.920605,1480.411884
2245.527356,-296.082377,-74617.701505,740.205942
2245.529919,-444.123565,-74004.825107,1480.411884
2245.532482,-740.205942,-74004.825107,2368.659014
2245.535045,-0.000000,-74464.482406,2220.617826
2245.537609,1480.411884,-74311.263306,3552.988522
2245.540172,-888.247130,-74464.482406,444.123565
2245.542735,-296.082377,-73698.386908,740.205942
2245.545298,296.082377,-73698.386908,1924.535449
2245.547862,-444.123565,-74464.482406,1628.453072
2245.550425,296.082377,-74617.701505,2516.700203
2245.552988,888.247130,-74158.044206,-0.000000
2245.555551,-592.164754,-74311.263306,-148.041188
2245.558114,-592.164754,-74311.263306,1184.329507
2245.560678,296.082377,-74770.920605,1036.288319
2245.563241,23538.548956,-73698.386908,1776.494261
2245.565804,-29460.196492,-74617.701505,8142.265362
2245.568367,-2072.576638,-72472.634111,-9030.512492
2245.570931,25018.960840,-72472.634111,-3997.112087
2245.573494,-19097.313304,-74158.044206,2516.700203
2245.576057,20429.683999,-72166.195912,-8438.347739
2245.578620,-12287.418637,-72012.976812,2812.782580
2245.581183,-8882.471304,-74464.482406,-2960.823768
2245.583747,11547.212695,-74158.044206,444.123565
2245.586310,592.164754,-74464.482406,6661.853478
2245.588873,5329.482782,-73698.386908,-5477.523971
2245.591436,1924.535449,-73238.729609,5773.606348
2245.594000,9918.759623,-73698.386908,1628.453072
2245.596563,-9030.512492,-73238.729609,740.205942
2245.599126,-5773.606348,-74158.044206,4589.276840
2245.601685,-13915.871710,-75077.358804,-0.000000
2245.604244,-7105.977043,-74464.482406,4441.235652
2245.606802,-5773.606348,-74464.482406,444.123565
2245.609361,-740.205942,-73391.948708,-1036.288319
2245.611920,-4885.359217,-74311.263306,7550.100608
2245.614479,-47817.303853,-75077.358804,-1036.288319
2245.617038,-0.000000,-73085.510509,2960.823768
2245.619596,-30792.567187,-75690.235202,3108.864956
2245.622155,-1924.535449,-72166.195912,-888.247130
2245.624714,21614.013506,-73545.167808,-5625.565159
2245.627273,7105.977043,-72166.195912,6809.894666
2245.629832,-18949.272115,-75690.235202,10066.800811
2245.632390,3552.988522,-75230.577904,1332.370696
2245.634949,16876.695478,-72932.291410,3997.112087
2245.637508,7550.100608,-75383.797003,4145.153275
2245.640067,-13915.871710,-74311.263306,4293.194464
2245.642626,-3701.029710,-76609.549800,4737.318029
2245.645184,-15396.283594,-76149.892501,2960.823768
2245.647743,-25759.166782,-74004.825107,1036.288319
2245.650302,-2516.700203,-72012.976812,-5181.441594
