freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.345e+02,9.164e+01,1.871e+02,6.132e+02
1.5,2.185e+02,8.583e+01,1.440e+02,4.484e+02
3.1,3.091e+01,6.618e+01,6.115e+01,1.582e+02
4.6,3.309e+01,7.164e+01,4.945e+02,5.992e+02
6.1,4.868e+01,9.328e+01,2.181e+03,2.323e+03
7.7,1.247e+02,1.073e+02,4.718e+03,4.950e+03
9.2,1.213e+02,3.197e+02,6.550e+03,6.991e+03
10.8,1.071e+02,1.147e+03,8.185e+03,9.439e+03
12.3,2.678e+02,1.923e+03,1.346e+04,1.565e+04
13.8,9.159e+02,3.722e+03,2.022e+04,2.486e+04
15.4,1.842e+03,4.881e+03,2.062e+04,2.735e+04
16.9,2.418e+03,7.450e+03,1.531e+04,2.517e+04
18.4,4.026e+03,1.512e+04,2.265e+04,4.179e+04
20.0,1.095e+04,4.929e+04,7.345e+04,1.337e+05
21.5,1.447e+04,6.306e+04,9.041e+04,1.679e+05
23.0,1.213e+04,3.657e+04,5.426e+04,1.030e+05
24.6,1.131e+04,1.541e+04,3.028e+04,5.700e+04
26.1,1.231e+04,7.645e+03,2.389e+04,4.385e+04
27.7,1.520e+04,5.393e+03,2.647e+04,4.706e+04
29.2,1.864e+04,6.132e+03,2.968e+04,5.444e+04
30.7,2.694e+04,9.014e+03,6.606e+04,1.020e+05
32.3,4.597e+04,1.314e+04,1.159e+05,1.750e+05
33.8,7.113e+04,1.739e+04,1.310e+05,2.196e+05
35.3,1.129e+05,2.815e+04,1.419e+05,2.830e+05
36.9,2.055e+05,5.610e+04,1.518e+05,4.135e+05
38.4,3.731e+05,1.220e+05,1.468e+05,6.419e+05
39.9,6.363e+05,2.132e+05,1.466e+05,9.962e+05
41.5,9.927e+05,2.855e+05,1.690e+05,1.447e+06
43.0,1.043e+06,2.820e+05,1.746e+05,1.500e+06
44.5,8.004e+05,2.097e+05,1.416e+05,1.152e+06
46.1,5.743e+05,1.434e+05,9.804e+04,8.157e+05
47.6,4.454e+05,1.022e+05,6.644e+04,6.140e+05
49.2,3.407e+05,6.204e+04,4.377e+04,4.465e+05
50.7,2.648e+05,3.250e+04,3.127e+04,3.285e+05
52.2,2.383e+05,2.476e+04,2.550e+04,2.886e+05
53.8,2.248e+05,2.420e+04,2.241e+04,2.714e+05
55.3,1.892e+05,2.261e+04,1.949e+04,2.313e+05
56.8,1.300e+05,1.766e+04,1.582e+04,1.635e+05
58.4,9.896e+04,2.181e+04,1.078e+04,1.315e+05
59.9,8.983e+04,3.078e+04,7.539e+03,1.282e+05
61.4,7.292e+04,3.360e+04,8.474e+03,1.150e+05
63.0,5.601e+04,3.348e+04,1.124e+04,1.007e+05
64.5,4.615e+04,3.390e+04,1.204e+04,9.209e+04
66.1,3.308e+04,3.001e+04,1.273e+04,7.581e+04
67.6,1.725e+04,2.440e+04,1.380e+04,5.545e+04
69.1,7.716e+03,1.761e+04,1.034e+04,3.567e+04
70.7,4.248e+03,1.331e+04,8.067e+03,2.562e+04
72.2,4.138e+03,9.671e+03,6.457e+03,2.027e+04
73.7,5.204e+03,7.000e+03,5.389e+03,1.759e+04
75.3,5.584e+03,5.119e+03,5.082e+03,1.579e+04
76.8,5.037e+03,5.749e+03,3.953e+03,1.474e+04
78.3,5.062e+03,1.261e+04,2.897e+03,2.057e+04
79.9,9.983e+03,2.404e+04,2.938e+03,3.696e+04
81.4,1.784e+04,3.494e+04,3.787e+03,5.657e+04
83.0,2.520e+04,3.613e+04,5.208e+03,6.654e+04
84.5,2.525e+04,3.367e+04,7.376e+03,6.630e+04
86.0,1.854e+04,3.146e+04,8.898e+03,5.889e+04
87.6,1.278e+04,2.849e+04,1.003e+04,5.130e+04
89.1,8.203e+03,2.421e+04,1.060e+04,4.301e+04
90.6,4.926e+03,1.838e+04,8.018e+03,3.133e+04
92.2,4.399e+03,1.505e+04,4.888e+03,2.434e+04
93.7,5.462e+03,1.410e+04,2.766e+03,2.233e+04
95.2,6.048e+03,1.181e+04,1.388e+03,1.924e+04
96.8,9.603e+03,1.255e+04,9.991e+02,2.315e+04
98.3,1.491e+04,1.629e+04,9.568e+02,3.215e+04
99.9,1.682e+04,1.882e+04,1.506e+03,3.715e+04
101.4,1.652e+04,2.141e+04,2.903e+03,4.083e+04
102.9,2.855e+04,2.540e+04,7.659e+03,6.161e+04
104.5,3.918e+04,2.827e+04,1.093e+04,7.839e+04
106.0,4.362e+04,3.044e+04,1.377e+04,8.783e+04
107.5,4.817e+04,3.070e+04,1.782e+04,9.670e+04
109.1,5.232e+04,2.941e+04,2.124e+04,1.030e+05
110.6,5.782e+04,2.602e+04,2.701e+04,1.108e+05
112.1,6.254e+04,2.145e+04,3.349e+04,1.175e+05
113.7,6.414e+04,1.703e+04,3.410e+04,1.153e+05
115.2,6.464e+04,1.596e+04,3.425e+04,1.149e+05
116.8,6.392e+04,1.883e+04,3.463e+04,1.174e+05
118.3,6.160e+04,2.146e+04,3.329e+04,1.164e+05
119.8,5.804e+04,2.330e+04,3.077e+04,1.121e+05
121.4,5.463e+04,2.597e+04,2.904e+04,1.096e+05
122.9,5.132e+04,2.807e+04,2.764e+04,1.070e+05
124.4,4.730e+04,2.793e+04,2.580e+04,1.010e+05
126.0,4.367e+04,2.810e+04,2.406e+04,9.583e+04
127.5,4.038e+04,2.696e+04,2.269e+04,9.003e+04
129.0,3.688e+04,2.363e+04,2.143e+04,8.194e+04
130.6,3.254e+04,1.889e+04,2.013e+04,7.156e+04
132.1,2.503e+04,1.393e+04,1.649e+04,5.545e+04
133.6,8.541e+03,1.012e+04,5.804e+03,2.447e+04
135.2,1.966e+03,8.439e+03,1.279e+03,1.168e+04
136.7,1.385e+03,8.576e+03,8.955e+02,1.086e+04
138.3,1.028e+03,9.767e+03,7.382e+02,1.153e+04
139.8,8.666e+02,1.145e+04,7.031e+02,1.302e+04
141.3,8.163e+02,1.243e+04,9.311e+02,1.417e+04
142.9,9.662e+02,1.305e+04,1.323e+03,1.534e+04
144.4,1.219e+03,1.261e+04,1.804e+03,1.564e+04
145.9,1.486e+03,1.271e+04,2.343e+03,1.654e+04
147.5,1.717e+03,1.373e+04,2.874e+03,1.832e+04
149.0,1.798e+03,1.428e+04,3.120e+03,1.920e+04
150.5,1.770e+03,1.349e+04,3.167e+03,1.842e+04
152.1,1.535e+03,1.222e+04,3.056e+03,1.681e+04
153.6,1.230e+03,1.144e+04,2.487e+03,1.515e+04
155.2,9.446e+02,1.123e+04,1.905e+03,1.408e+04
156.7,6.976e+02,1.211e+04,1.635e+03,1.444e+04
158.2,6.848e+02,1.262e+04,1.432e+03,1.473e+04
159.8,9.851e+02,1.376e+04,1.815e+03,1.656e+04
161.3,1.037e+03,1.465e+04,2.160e+03,1.784e+04
162.8,9.039e+02,1.601e+04,2.205e+03,1.912e+04
164.4,8.274e+02,1.597e+04,2.153e+03,1.895e+04
165.9,9.491e+02,1.552e+04,2.302e+03,1.877e+04
167.4,1.221e+03,1.654e+04,2.794e+03,2.056e+04
169.0,1.403e+03,1.723e+04,3.427e+03,2.206e+04
170.5,1.601e+03,1.723e+04,3.997e+03,2.283e+04
172.1,1.904e+03,1.733e+04,4.566e+03,2.380e+04
173.6,2.270e+03,1.688e+04,5.179e+03,2.433e+04
175.1,2.858e+03,1.789e+04,6.499e+03,2.725e+04
176.7,3.549e+03,1.896e+04,8.378e+03,3.088e+04
178.2,3.574e+03,1.834e+04,8.814e+03,3.073e+04
179.7,3.460e+03,1.755e+04,8.726e+03,2.974e+04
181.3,3.549e+03,1.697e+04,8.942e+03,2.946e+04
182.8,3.710e+03,1.784e+04,9.779e+03,3.133e+04
184.3,3.863e+03,1.829e+04,1.008e+04,3.223e+04
185.9,3.753e+03,1.851e+04,9.989e+03,3.226e+04
187.4,3.643e+03,1.773e+04,9.642e+03,3.102e+04
189.0,3.418e+03,1.745e+04,9.236e+03,3.010e+04
190.5,3.098e+03,1.722e+04,8.669e+03,2.899e+04
192.0,2.681e+03,1.594e+04,7.584e+03,2.620e+04
193.6,2.197e+03,1.533e+04,6.253e+03,2.378e+04
195.1,1.985e+03,1.575e+04,5.542e+03,2.327e+04
196.6,2.068e+03,1.666e+04,5.909e+03,2.464e+04
198.2,2.032e+03,1.664e+04,6.281e+03,2.495e+04
199.7,2.146e+03,1.668e+04,6.999e+03,2.582e+04
