freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.596e+01,1.600e+01,7.963e+02,8.282e+02
1.6,3.205e+01,2.496e+01,4.723e+02,5.293e+02
3.1,3.179e+01,2.189e+01,3.816e+01,9.183e+01
4.7,3.067e+01,2.096e+01,3.587e+02,4.103e+02
6.2,3.162e+01,2.271e+01,1.295e+03,1.349e+03
7.8,3.228e+01,2.593e+01,2.122e+03,2.180e+03
9.3,3.307e+01,2.601e+01,2.518e+03,2.577e+03
10.9,2.971e+01,2.370e+01,3.488e+03,3.541e+03
12.4,3.213e+01,2.503e+01,4.729e+03,4.786e+03
14.0,3.003e+01,2.954e+01,6.111e+03,6.171e+03
15.6,2.818e+01,3.177e+01,7.726e+03,7.786e+03
17.1,3.308e+01,3.254e+01,9.606e+03,9.672e+03
18.7,3.414e+01,3.302e+01,1.185e+04,1.192e+04
20.2,3.512e+01,3.609e+01,1.495e+04,1.502e+04
21.8,4.174e+01,6.017e+01,1.867e+04,1.877e+04
23.3,4.731e+01,7.420e+01,2.184e+04,2.196e+04
24.9,4.304e+01,6.397e+01,2.431e+04,2.442e+04
26.4,4.437e+01,6.911e+01,2.778e+04,2.789e+04
28.0,4.909e+01,7.761e+01,3.195e+04,3.208e+04
29.5,5.453e+01,9.383e+01,3.675e+04,3.690e+04
31.1,5.626e+01,1.061e+02,4.198e+04,4.214e+04
32.7,6.182e+01,1.068e+02,4.813e+04,4.830e+04
34.2,6.475e+01,1.201e+02,5.573e+04,5.591e+04
35.8,6.404e+01,1.597e+02,6.397e+04,6.419e+04
37.3,8.132e+01,2.118e+02,7.311e+04,7.341e+04
38.9,1.079e+02,2.735e+02,8.302e+04,8.340e+04
40.4,1.255e+02,3.364e+02,9.458e+04,9.504e+04
42.0,1.417e+02,3.976e+02,1.084e+05,1.090e+05
43.5,1.733e+02,4.813e+02,1.247e+05,1.254e+05
45.1,2.173e+02,6.178e+02,1.448e+05,1.456e+05
46.7,2.859e+02,7.939e+02,1.710e+05,1.721e+05
48.2,3.942e+02,1.035e+03,2.050e+05,2.064e+05
49.8,5.598e+02,1.412e+03,2.461e+05,2.481e+05
51.3,7.382e+02,1.829e+03,2.919e+05,2.945e+05
52.9,1.094e+03,2.595e+03,3.611e+05,3.648e+05
54.4,2.019e+03,3.636e+03,4.640e+05,4.697e+05
56.0,2.937e+03,4.378e+03,6.119e+05,6.192e+05
57.5,4.368e+03,5.979e+03,8.599e+05,8.703e+05
59.1,7.566e+03,9.814e+03,1.313e+06,1.331e+06
60.7,1.681e+04,1.729e+04,2.217e+06,2.252e+06
62.2,3.483e+04,2.912e+04,3.398e+06,3.461e+06
63.8,5.519e+04,4.140e+04,3.936e+06,4.033e+06
65.3,7.215e+04,4.374e+04,4.139e+06,4.255e+06
66.9,7.320e+04,3.929e+04,3.863e+06,3.975e+06
68.4,6.674e+04,3.353e+04,3.130e+06,3.230e+06
70.0,4.967e+04,3.031e+04,2.362e+06,2.442e+06
71.5,3.460e+04,2.830e+04,1.799e+06,1.862e+06
73.1,2.543e+04,2.864e+04,1.482e+06,1.536e+06
74.7,2.026e+04,2.868e+04,1.206e+06,1.255e+06
76.2,1.263e+04,2.495e+04,9.325e+05,9.700e+05
77.8,5.171e+03,2.139e+04,7.495e+05,7.761e+05
79.3,1.804e+03,2.023e+04,6.410e+05,6.630e+05
80.9,5.402e+02,1.746e+04,5.231e+05,5.411e+05
82.4,7.775e+02,1.289e+04,3.992e+05,4.129e+05
84.0,1.825e+03,9.770e+03,2.953e+05,3.069e+05
85.5,2.430e+03,8.055e+03,2.266e+05,2.371e+05
87.1,2.954e+03,6.109e+03,1.751e+05,1.841e+05
88.6,3.708e+03,5.098e+03,1.370e+05,1.458e+05
90.2,3.194e+03,4.543e+03,1.242e+05,1.320e+05
91.8,4.065e+03,2.602e+03,1.060e+05,1.127e+05
93.3,4.413e+03,1.875e+03,8.880e+04,9.508e+04
94.9,3.659e+03,2.256e+03,8.618e+04,9.209e+04
96.4,2.324e+03,2.963e+03,9.214e+04,9.743e+04
98.0,1.163e+03,3.216e+03,9.037e+04,9.475e+04
