freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.873e+02,4.309e+01,6.782e+01,1.098e+03
1.6,5.957e+02,1.105e+02,1.329e+02,8.391e+02
3.1,5.302e+01,8.612e+01,1.084e+02,2.475e+02
4.7,4.133e+02,7.817e+01,1.189e+02,6.103e+02
6.2,1.457e+03,9.264e+01,1.392e+02,1.688e+03
7.8,2.278e+03,9.636e+01,1.325e+02,2.507e+03
9.3,2.808e+03,9.303e+01,1.529e+02,3.054e+03
10.9,3.918e+03,9.083e+01,1.324e+02,4.141e+03
12.4,5.256e+03,7.921e+01,1.259e+02,5.462e+03
14.0,6.901e+03,7.752e+01,1.204e+02,7.099e+03
15.5,8.959e+03,7.840e+01,1.167e+02,9.154e+03
17.1,1.123e+04,7.721e+01,1.324e+02,1.143e+04
18.7,1.371e+04,8.527e+01,1.345e+02,1.393e+04
20.2,1.667e+04,8.983e+01,1.444e+02,1.691e+04
21.8,2.005e+04,9.594e+01,1.479e+02,2.029e+04
23.3,2.329e+04,9.797e+01,1.577e+02,2.355e+04
24.9,2.638e+04,1.115e+02,1.696e+02,2.666e+04
26.4,3.089e+04,1.239e+02,2.024e+02,3.121e+04
28.0,3.642e+04,1.218e+02,2.293e+02,3.677e+04
29.5,4.288e+04,1.311e+02,2.492e+02,4.326e+04
31.1,5.028e+04,1.337e+02,2.698e+02,5.068e+04
32.6,5.913e+04,1.583e+02,3.347e+02,5.962e+04
34.2,6.952e+04,2.120e+02,4.342e+02,7.017e+04
35.8,8.256e+04,2.544e+02,5.328e+02,8.335e+04
37.3,9.757e+04,3.206e+02,6.074e+02,9.850e+04
38.9,1.156e+05,4.010e+02,6.814e+02,1.167e+05
40.4,1.371e+05,4.496e+02,7.455e+02,1.383e+05
42.0,1.630e+05,5.065e+02,7.864e+02,1.643e+05
43.5,1.961e+05,5.179e+02,7.716e+02,1.974e+05
45.1,2.388e+05,5.277e+02,6.922e+02,2.400e+05
46.6,2.960e+05,6.006e+02,6.657e+02,2.973e+05
48.2,3.731e+05,6.299e+02,6.616e+02,3.743e+05
49.7,4.832e+05,6.741e+02,7.189e+02,4.846e+05
51.3,6.433e+05,9.652e+02,9.740e+02,6.452e+05
52.9,9.048e+05,1.210e+03,1.840e+03,9.079e+05
54.4,1.303e+06,1.280e+03,6.030e+03,1.310e+06
56.0,1.899e+06,1.665e+03,2.133e+04,1.922e+06
57.5,2.876e+06,2.746e+03,4.240e+04,2.921e+06
59.1,4.195e+06,3.548e+03,4.908e+04,4.247e+06
60.6,4.911e+06,8.320e+03,6.349e+04,4.983e+06
62.2,4.695e+06,1.842e+04,9.289e+04,4.807e+06
63.7,4.121e+06,2.629e+04,1.045e+05,4.251e+06
65.3,3.574e+06,2.955e+04,1.046e+05,3.708e+06
66.8,2.930e+06,2.829e+04,8.781e+04,3.046e+06
68.4,2.219e+06,2.546e+04,6.716e+04,2.312e+06
70.0,1.574e+06,2.181e+04,5.038e+04,1.646e+06
71.5,1.132e+06,1.803e+04,3.983e+04,1.190e+06
73.1,8.578e+05,1.548e+04,3.171e+04,9.050e+05
74.6,6.425e+05,1.416e+04,2.440e+04,6.811e+05
76.2,4.969e+05,1.404e+04,2.075e+04,5.317e+05
77.7,3.892e+05,1.469e+04,1.943e+04,4.233e+05
79.3,3.162e+05,1.312e+04,1.740e+04,3.467e+05
80.8,2.614e+05,1.287e+04,1.589e+04,2.901e+05
82.4,2.091e+05,1.358e+04,1.550e+04,2.382e+05
83.9,1.833e+05,1.772e+04,1.693e+04,2.179e+05
85.5,1.762e+05,2.823e+04,2.384e+04,2.283e+05
87.1,1.531e+05,3.197e+04,2.789e+04,2.130e+05
88.6,1.248e+05,3.529e+04,3.012e+04,1.902e+05
90.2,1.081e+05,3.840e+04,3.318e+04,1.797e+05
91.7,9.772e+04,3.902e+04,3.571e+04,1.724e+05
93.3,9.626e+04,3.652e+04,3.681e+04,1.696e+05
94.8,1.036e+05,2.823e+04,3.163e+04,1.634e+05
96.4,1.067e+05,2.008e+04,2.490e+04,1.517e+05
97.9,9.885e+04,1.707e+04,2.123e+04,1.372e+05
99.5,8.967e+04,1.746e+04,2.076e+04,1.279e+05
101.1,8.318e+04,1.511e+04,1.724e+04,1.155e+05
102.6,6.928e+04,2.157e+04,1.534e+04,1.062e+05
104.2,5.954e+04,3.792e+04,2.068e+04,1.181e+05
105.7,7.063e+04,7.134e+04,3.838e+04,1.804e+05
107.3,9.392e+04,1.196e+05,6.502e+04,2.786e+05
108.8,1.102e+05,1.579e+05,8.645e+04,3.546e+05
110.4,1.276e+05,1.722e+05,1.046e+05,4.044e+05
111.9,1.415e+05,1.658e+05,1.122e+05,4.195e+05
113.5,1.546e+05,1.545e+05,1.096e+05,4.187e+05
115.0,1.697e+05,1.563e+05,1.126e+05,4.386e+05
116.6,1.913e+05,1.516e+05,1.165e+05,4.593e+05
118.2,2.130e+05,1.338e+05,1.196e+05,4.664e+05
119.7,2.284e+05,1.141e+05,1.204e+05,4.629e+05
121.3,2.498e+05,1.020e+05,1.241e+05,4.759e+05
122.8,2.802e+05,9.195e+04,1.257e+05,4.978e+05
124.4,2.942e+05,7.733e+04,1.207e+05,4.923e+05
125.9,3.192e+05,6.826e+04,1.230e+05,5.105e+05
127.5,3.631e+05,6.729e+04,1.332e+05,5.636e+05
129.0,4.111e+05,7.244e+04,1.462e+05,6.298e+05
130.6,4.181e+05,8.030e+04,1.550e+05,6.534e+05
132.1,3.637e+05,8.864e+04,1.559e+05,6.082e+05
133.7,1.342e+05,4.463e+04,6.349e+04,2.423e+05
135.3,1.672e+04,1.884e+04,1.481e+04,5.037e+04
136.8,1.416e+04,1.841e+04,1.483e+04,4.741e+04
138.4,1.488e+04,1.827e+04,1.613e+04,4.927e+04
139.9,1.564e+04,1.635e+04,1.706e+04,4.905e+04
141.5,1.753e+04,1.504e+04,1.841e+04,5.097e+04
143.0,2.240e+04,1.577e+04,2.053e+04,5.870e+04
144.6,2.658e+04,1.642e+04,2.240e+04,6.540e+04
146.1,3.044e+04,1.590e+04,2.360e+04,6.994e+04
147.7,3.243e+04,1.446e+04,2.308e+04,6.997e+04
