freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.270e+02,1.638e+02,4.324e+02,1.123e+03
1.5,3.021e+02,1.036e+02,2.580e+02,6.638e+02
3.1,2.556e+01,1.607e+01,2.491e+01,6.654e+01
4.6,3.839e+02,3.438e+01,3.510e+01,4.534e+02
6.1,1.510e+03,1.412e+02,8.735e+01,1.739e+03
7.7,2.573e+03,4.982e+02,1.587e+02,3.230e+03
9.2,3.329e+03,2.078e+03,3.510e+02,5.758e+03
10.8,4.390e+03,3.971e+03,1.320e+03,9.681e+03
12.3,6.691e+03,3.584e+03,5.816e+03,1.609e+04
13.8,8.589e+03,3.441e+03,1.200e+04,2.403e+04
15.4,8.604e+03,3.799e+03,1.125e+04,2.365e+04
16.9,9.613e+03,5.249e+03,7.891e+03,2.275e+04
18.4,1.202e+04,7.821e+03,7.766e+03,2.761e+04
20.0,1.476e+04,1.339e+04,1.139e+04,3.954e+04
21.5,1.750e+04,2.050e+04,1.500e+04,5.300e+04
23.0,2.045e+04,2.740e+04,1.982e+04,6.768e+04
24.6,2.298e+04,3.460e+04,2.916e+04,8.674e+04
26.1,2.458e+04,3.941e+04,4.749e+04,1.115e+05
27.7,2.482e+04,4.197e+04,5.233e+04,1.191e+05
29.2,3.091e+04,4.816e+04,3.673e+04,1.158e+05
30.7,4.042e+04,5.210e+04,4.077e+04,1.333e+05
32.3,4.704e+04,4.919e+04,6.101e+04,1.572e+05
33.8,5.450e+04,4.744e+04,7.322e+04,1.752e+05
35.3,6.665e+04,5.139e+04,7.561e+04,1.937e+05
36.9,8.608e+04,6.311e+04,7.180e+04,2.210e+05
38.4,1.161e+05,8.384e+04,6.645e+04,2.664e+05
40.0,1.456e+05,1.027e+05,7.038e+04,3.187e+05
41.5,1.593e+05,1.026e+05,9.203e+04,3.539e+05
43.0,1.929e+05,1.077e+05,1.153e+05,4.160e+05
44.6,2.637e+05,1.394e+05,1.292e+05,5.323e+05
46.1,3.151e+05,1.637e+05,1.448e+05,6.236e+05
47.6,3.417e+05,1.660e+05,1.763e+05,6.840e+05
49.2,4.071e+05,1.666e+05,2.380e+05,8.117e+05
50.7,5.294e+05,1.707e+05,3.179e+05,1.018e+06
52.2,6.748e+05,1.856e+05,3.920e+05,1.252e+06
53.8,8.007e+05,2.027e+05,4.889e+05,1.492e+06
55.3,9.026e+05,2.066e+05,6.561e+05,1.765e+06
56.9,1.061e+06,2.107e+05,9.335e+05,2.205e+06
58.4,1.318e+06,2.210e+05,1.281e+06,2.820e+06
59.9,1.606e+06,2.237e+05,1.542e+06,3.371e+06
61.5,1.791e+06,2.052e+05,1.559e+06,3.556e+06
63.0,1.645e+06,1.533e+05,1.297e+06,3.096e+06
64.5,1.457e+06,1.095e+05,1.138e+06,2.705e+06
66.1,1.268e+06,7.770e+04,1.040e+06,2.385e+06
67.6,1.028e+06,5.536e+04,8.710e+05,1.954e+06
69.1,7.936e+05,4.298e+04,6.920e+05,1.529e+06
70.7,6.001e+05,3.445e+04,5.439e+05,1.178e+06
72.2,4.431e+05,2.874e+04,4.209e+05,8.927e+05
73.8,3.028e+05,2.623e+04,3.177e+05,6.467e+05
75.3,1.890e+05,2.558e+04,2.312e+05,4.458e+05
76.8,1.305e+05,2.711e+04,1.708e+05,3.283e+05
78.4,1.042e+05,3.206e+04,1.306e+05,2.669e+05
79.9,9.055e+04,3.807e+04,1.028e+05,2.315e+05
81.4,8.568e+04,4.068e+04,8.310e+04,2.095e+05
83.0,8.599e+04,3.959e+04,7.384e+04,1.994e+05
84.5,7.514e+04,3.451e+04,6.620e+04,1.759e+05
86.1,6.000e+04,2.914e+04,6.251e+04,1.516e+05
87.6,4.606e+04,2.491e+04,6.203e+04,1.330e+05
89.1,3.816e+04,2.202e+04,6.917e+04,1.293e+05
90.7,2.477e+04,1.440e+04,6.832e+04,1.075e+05
92.2,1.407e+04,7.335e+03,6.216e+04,8.356e+04
93.7,2.258e+04,4.738e+03,6.976e+04,9.708e+04
95.3,3.787e+04,4.692e+03,7.913e+04,1.217e+05
96.8,3.183e+04,3.450e+03,6.853e+04,1.038e+05
98.3,4.718e+04,6.498e+03,7.206e+04,1.257e+05
99.9,7.875e+04,1.452e+04,8.720e+04,1.805e+05
101.4,8.580e+04,1.735e+04,8.687e+04,1.900e+05
103.0,8.729e+04,1.874e+04,8.163e+04,1.877e+05
104.5,9.395e+04,2.200e+04,8.216e+04,1.981e+05
106.0,8.931e+04,2.482e+04,7.641e+04,1.905e+05
107.6,8.410e+04,2.701e+04,6.907e+04,1.802e+05
109.1,7.877e+04,2.723e+04,6.226e+04,1.683e+05
