freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.960e+00,5.918e+02,4.960e+01,6.504e+02
1.6,2.255e+01,3.480e+02,7.815e+01,4.487e+02
3.1,2.452e+01,3.710e+01,6.930e+01,1.309e+02
4.7,2.731e+01,4.040e+02,6.769e+01,4.990e+02
6.2,2.943e+01,1.458e+03,6.998e+01,1.558e+03
7.8,3.885e+01,2.430e+03,7.333e+01,2.542e+03
9.3,5.905e+01,3.294e+03,7.905e+01,3.432e+03
10.9,4.444e+01,4.228e+03,9.036e+01,4.363e+03
12.4,3.688e+01,5.054e+03,8.990e+01,5.181e+03
14.0,4.870e+01,6.493e+03,9.167e+01,6.633e+03
15.5,5.921e+01,8.951e+03,1.016e+02,9.112e+03
17.1,6.164e+01,1.173e+04,1.026e+02,1.189e+04
18.7,6.852e+01,1.444e+04,1.163e+02,1.462e+04
20.2,9.610e+01,1.717e+04,1.182e+02,1.739e+04
21.8,1.294e+02,2.068e+04,1.079e+02,2.091e+04
23.3,1.407e+02,2.496e+04,1.019e+02,2.520e+04
24.9,1.427e+02,2.990e+04,1.217e+02,3.016e+04
26.4,1.687e+02,3.555e+04,1.260e+02,3.585e+04
28.0,2.110e+02,4.260e+04,1.307e+02,4.294e+04
29.5,2.525e+02,5.160e+04,1.377e+02,5.199e+04
31.1,3.165e+02,6.233e+04,1.300e+02,6.278e+04
32.7,3.787e+02,7.635e+04,1.214e+02,7.685e+04
34.2,4.523e+02,9.496e+04,1.129e+02,9.553e+04
35.8,5.808e+02,1.202e+05,1.153e+02,1.209e+05
37.3,7.588e+02,1.560e+05,1.262e+02,1.569e+05
38.9,1.017e+03,2.072e+05,9.628e+01,2.083e+05
40.4,1.422e+03,2.871e+05,7.982e+01,2.886e+05
42.0,2.149e+03,4.235e+05,1.513e+02,4.258e+05
43.5,3.820e+03,6.998e+05,6.158e+02,7.043e+05
45.1,8.681e+03,1.327e+06,4.772e+03,1.341e+06
46.6,1.918e+04,2.485e+06,2.209e+04,2.527e+06
48.2,2.384e+04,2.890e+06,3.616e+04,2.950e+06
49.8,1.826e+04,2.166e+06,2.594e+04,2.210e+06
51.3,1.212e+04,1.405e+06,1.707e+04,1.435e+06
52.9,7.386e+03,8.651e+05,1.359e+04,8.861e+05
54.4,4.462e+03,5.483e+05,1.401e+04,5.668e+05
56.0,3.165e+03,3.679e+05,2.119e+04,3.922e+05
57.5,2.366e+03,2.706e+05,3.019e+04,3.031e+05
59.1,1.742e+03,1.923e+05,3.773e+04,2.318e+05
60.6,1.252e+03,1.308e+05,4.553e+04,1.776e+05
62.2,9.658e+02,1.100e+05,4.846e+04,1.594e+05
63.8,7.732e+02,9.739e+04,4.570e+04,1.439e+05
65.3,7.526e+02,6.883e+04,5.013e+04,1.197e+05
66.9,5.002e+02,5.762e+04,5.005e+04,1.082e+05
68.4,2.003e+02,5.545e+04,5.237e+04,1.080e+05
70.0,1.190e+02,5.721e+04,5.635e+04,1.137e+05
71.5,8.999e+01,6.050e+04,5.703e+04,1.176e+05
73.1,7.604e+01,6.198e+04,5.405e+04,1.161e+05
74.6,7.192e+01,5.664e+04,5.089e+04,1.076e+05
76.2,9.119e+01,4.884e+04,5.233e+04,1.013e+05
77.7,1.503e+02,5.742e+04,7.392e+04,1.315e+05
79.3,3.101e+02,8.734e+04,1.069e+05,1.945e+05
80.9,4.620e+02,1.165e+05,1.216e+05,2.386e+05
82.4,5.353e+02,1.295e+05,1.120e+05,2.420e+05
84.0,7.258e+02,1.379e+05,1.018e+05,2.404e+05
85.5,1.197e+03,1.589e+05,1.049e+05,2.650e+05
87.1,1.438e+03,1.919e+05,1.163e+05,3.096e+05
88.6,1.060e+03,2.398e+05,1.318e+05,3.727e+05
90.2,1.112e+03,3.157e+05,1.575e+05,4.743e+05
91.7,2.395e+03,3.919e+05,1.813e+05,5.755e+05
93.3,3.719e+03,4.186e+05,1.831e+05,6.053e+05
94.9,4.194e+03,3.831e+05,1.639e+05,5.512e+05
96.4,4.002e+03,3.384e+05,1.457e+05,4.882e+05
98.0,3.357e+03,2.917e+05,1.304e+05,4.255e+05
99.5,2.599e+03,2.440e+05,1.207e+05,3.673e+05
101.1,2.830e+03,2.056e+05,1.181e+05,3.266e+05
102.6,1.778e+03,1.781e+05,1.094e+05,2.893e+05
104.2,9.157e+02,1.707e+05,8.954e+04,2.612e+05
105.7,4.600e+02,1.854e+05,6.967e+04,2.555e+05
107.3,2.945e+02,2.226e+05,5.468e+04,2.775e+05
108.8,4.927e+02,2.763e+05,4.312e+04,3.200e+05
110.4,1.288e+03,3.190e+05,3.459e+04,3.549e+05
112.0,1.966e+03,3.187e+05,2.846e+04,3.491e+05
113.5,2.241e+03,3.096e+05,2.413e+04,3.360e+05
115.1,2.352e+03,3.147e+05,2.166e+04,3.387e+05
116.6,1.924e+03,3.050e+05,2.133e+04,3.283e+05
118.2,1.229e+03,2.788e+05,2.226e+04,3.023e+05
119.7,1.253e+03,2.730e+05,1.946e+04,2.938e+05
121.3,1.396e+03,2.759e+05,1.533e+04,2.926e+05
122.8,1.440e+03,2.640e+05,1.345e+04,2.789e+05
124.4,1.383e+03,2.455e+05,1.232e+04,2.592e+05
126.0,1.498e+03,2.165e+05,1.046e+04,2.285e+05
127.5,3.520e+03,2.176e+05,1.051e+04,2.316e+05
129.1,5.938e+03,2.120e+05,1.038e+04,2.283e+05
130.6,6.994e+03,2.040e+05,1.000e+04,2.210e+05
132.2,4.039e+03,1.672e+05,8.471e+03,1.797e+05
133.7,8.748e+02,4.918e+04,2.625e+03,5.268e+04
135.3,2.074e+02,5.830e+03,4.660e+02,6.503e+03
136.8,2.478e+02,5.435e+03,5.354e+02,6.219e+03
138.4,2.101e+02,5.144e+03,5.866e+02,5.941e+03
139.9,2.194e+02,3.818e+03,6.190e+02,4.657e+03
141.5,3.435e+02,1.898e+03,5.350e+02,2.777e+03
143.1,4.132e+02,9.483e+02,3.340e+02,1.696e+03
144.6,3.891e+02,5.245e+02,1.720e+02,1.086e+03
146.2,3.632e+02,5.886e+02,1.561e+02,1.108e+03
147.7,4.339e+02,1.004e+03,1.972e+02,1.635e+03
149.3,4.536e+02,1.501e+03,2.329e+02,2.187e+03
150.8,4.782e+02,1.857e+03,1.982e+02,2.534e+03
152.4,4.357e+02,2.172e+03,1.495e+02,2.757e+03
153.9,4.230e+02,2.832e+03,1.549e+02,3.410e+03
155.5,4.423e+02,3.427e+03,1.899e+02,4.059e+03
157.1,6.134e+02,3.460e+03,1.778e+02,4.251e+03
158.6,8.836e+02,3.080e+03,1.467e+02,4.110e+03
160.2,7.885e+02,2.605e+03,1.401e+02,3.534e+03
161.7,6.404e+02,2.318e+03,1.559e+02,3.115e+03
163.3,6.313e+02,2.183e+03,1.818e+02,2.996e+03
164.8,5.462e+02,2.186e+03,1.424e+02,2.875e+03
166.4,4.255e+02,2.568e+03,1.224e+02,3.116e+03
167.9,4.807e+02,2.503e+03,1.461e+02,3.129e+03
169.5,6.045e+02,2.110e+03,1.429e+02,2.858e+03
171.0,7.504e+02,2.026e+03,9.332e+01,2.869e+03
172.6,8.311e+02,2.397e+03,7.471e+01,3.303e+03
174.2,7.413e+02,2.901e+03,1.400e+02,3.782e+03
175.7,6.536e+02,3.116e+03,2.213e+02,3.991e+03
177.3,6.355e+02,2.979e+03,2.646e+02,3.879e+03
178.8,5.433e+02,2.855e+03,2.239e+02,3.622e+03
180.4,3.587e+02,2.643e+03,1.398e+02,3.141e+03
181.9,1.883e+02,2.745e+03,9.305e+01,3.026e+03
183.5,1.347e+02,3.321e+03,1.178e+02,3.574e+03
185.0,1.412e+02,3.500e+03,1.487e+02,3.790e+03
186.6,1.583e+02,3.151e+03,1.475e+02,3.457e+03
188.2,2.180e+02,2.424e+03,1.004e+02,2.743e+03
189.7,1.849e+02,2.279e+03,9.974e+01,2.563e+03
191.3,1.821e+02,2.241e+03,9.942e+01,2.522e+03
192.8,1.907e+02,2.324e+03,1.037e+02,2.618e+03
194.4,1.236e+02,2.973e+03,1.397e+02,3.236e+03
195.9,7.808e+01,3.117e+03,1.522e+02,3.347e+03
197.5,7.809e+01,2.693e+03,1.459e+02,2.917e+03
199.0,1.150e+02,2.159e+03,1.368e+02,2.411e+03
