freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.003e+03,9.497e+00,1.190e+01,1.024e+03
1.5,7.141e+02,3.020e+01,5.193e+01,7.962e+02
3.1,2.343e+02,3.177e+01,6.035e+01,3.264e+02
4.6,8.257e+02,3.373e+01,6.274e+01,9.222e+02
6.2,2.460e+03,3.775e+01,6.086e+01,2.558e+03
7.7,3.862e+03,4.187e+01,5.885e+01,3.963e+03
9.2,5.194e+03,4.455e+01,5.725e+01,5.296e+03
10.8,6.704e+03,5.045e+01,5.787e+01,6.813e+03
12.3,8.663e+03,5.495e+01,5.877e+01,8.777e+03
13.8,1.110e+04,5.670e+01,5.771e+01,1.121e+04
15.4,1.412e+04,6.466e+01,5.881e+01,1.424e+04
16.9,1.789e+04,7.423e+01,6.135e+01,1.803e+04
18.5,2.263e+04,8.323e+01,6.684e+01,2.278e+04
20.0,2.877e+04,9.369e+01,6.388e+01,2.892e+04
21.5,3.546e+04,1.049e+02,6.191e+01,3.563e+04
23.1,3.998e+04,1.147e+02,6.269e+01,4.016e+04
24.6,4.327e+04,1.255e+02,6.110e+01,4.346e+04
26.1,4.855e+04,1.350e+02,6.181e+01,4.875e+04
27.7,5.464e+04,1.445e+02,6.455e+01,5.485e+04
29.2,6.175e+04,1.515e+02,6.232e+01,6.197e+04
30.8,7.082e+04,1.807e+02,6.508e+01,7.107e+04
32.3,8.291e+04,2.148e+02,6.812e+01,8.319e+04
33.8,9.654e+04,2.498e+02,6.730e+01,9.685e+04
35.4,1.110e+05,2.940e+02,6.670e+01,1.113e+05
36.9,1.272e+05,3.625e+02,6.802e+01,1.276e+05
38.4,1.456e+05,4.316e+02,7.473e+01,1.461e+05
40.0,1.644e+05,4.427e+02,8.735e+01,1.649e+05
41.5,1.828e+05,3.590e+02,1.142e+02,1.833e+05
43.1,2.053e+05,2.771e+02,1.424e+02,2.058e+05
44.6,2.361e+05,2.406e+02,1.819e+02,2.365e+05
46.1,2.809e+05,2.733e+02,2.479e+02,2.814e+05
47.7,3.420e+05,4.647e+02,2.888e+02,3.428e+05
49.2,4.243e+05,7.220e+02,3.122e+02,4.253e+05
50.7,5.235e+05,9.884e+02,3.582e+02,5.248e+05
52.3,6.707e+05,1.466e+03,3.382e+02,6.725e+05
53.8,9.664e+05,2.354e+03,5.802e+02,9.693e+05
55.4,1.475e+06,4.529e+03,1.342e+03,1.481e+06
56.9,2.357e+06,8.474e+03,2.650e+03,2.368e+06
58.4,3.682e+06,1.233e+04,2.626e+03,3.697e+06
60.0,4.903e+06,1.115e+04,1.754e+03,4.916e+06
61.5,4.949e+06,7.135e+03,2.464e+03,4.959e+06
63.0,4.006e+06,3.929e+03,3.046e+03,4.013e+06
64.6,3.255e+06,1.927e+03,4.618e+03,3.261e+06
66.1,2.651e+06,1.033e+03,7.275e+03,2.660e+06
67.7,2.130e+06,1.441e+03,8.972e+03,2.140e+06
69.2,1.678e+06,2.769e+03,9.638e+03,1.690e+06
70.7,1.307e+06,4.646e+03,8.726e+03,1.320e+06
72.3,1.055e+06,6.600e+03,7.564e+03,1.070e+06
73.8,9.039e+05,7.585e+03,6.294e+03,9.178e+05
75.4,8.122e+05,6.247e+03,5.289e+03,8.237e+05
76.9,7.613e+05,4.584e+03,5.011e+03,7.709e+05
78.4,6.745e+05,4.519e+03,5.325e+03,6.843e+05
80.0,5.841e+05,5.384e+03,5.435e+03,5.949e+05
81.5,4.677e+05,5.139e+03,5.037e+03,4.779e+05
83.0,3.449e+05,4.233e+03,4.763e+03,3.539e+05
84.6,2.600e+05,2.907e+03,4.180e+03,2.671e+05
86.1,1.828e+05,1.491e+03,3.306e+03,1.876e+05
87.7,1.224e+05,7.219e+02,2.790e+03,1.259e+05
89.2,9.503e+04,6.110e+02,3.723e+03,9.937e+04
90.7,8.202e+04,1.369e+03,6.067e+03,8.946e+04
92.3,8.875e+04,4.455e+03,9.132e+03,1.023e+05
93.8,1.015e+05,6.115e+03,1.044e+04,1.180e+05
95.3,1.257e+05,9.677e+03,1.294e+04,1.483e+05
96.9,1.505e+05,1.083e+04,1.589e+04,1.773e+05
98.4,1.555e+05,1.245e+04,1.568e+04,1.836e+05
100.0,1.562e+05,1.324e+04,1.171e+04,1.811e+05
101.5,1.494e+05,1.232e+04,7.054e+03,1.688e+05
