freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.102e+01,4.206e+01,7.666e+02,8.296e+02
1.6,2.316e+01,3.669e+01,4.514e+02,5.112e+02
3.1,1.494e+01,1.976e+01,3.854e+01,7.323e+01
4.7,1.575e+01,1.926e+01,4.062e+02,4.412e+02
6.2,2.371e+01,1.998e+01,1.521e+03,1.565e+03
7.8,9.332e+01,2.157e+01,2.579e+03,2.694e+03
9.3,8.731e+01,2.286e+01,2.585e+03,2.695e+03
10.9,2.703e+01,2.620e+01,3.318e+03,3.371e+03
12.4,2.127e+01,2.338e+01,4.759e+03,4.803e+03
14.0,2.047e+01,2.144e+01,6.893e+03,6.935e+03
15.5,1.939e+01,2.449e+01,9.572e+03,9.615e+03
17.1,1.974e+01,2.811e+01,1.215e+04,1.220e+04
18.6,2.023e+01,3.925e+01,1.492e+04,1.498e+04
20.2,2.151e+01,3.499e+01,1.844e+04,1.850e+04
21.8,2.224e+01,4.113e+01,2.346e+04,2.352e+04
23.3,2.973e+01,8.442e+01,2.934e+04,2.946e+04
24.9,5.514e+01,1.033e+02,3.594e+04,3.610e+04
26.4,7.154e+01,1.298e+02,4.463e+04,4.483e+04
28.0,8.310e+01,1.719e+02,5.636e+04,5.662e+04
29.5,1.071e+02,2.301e+02,7.315e+04,7.349e+04
31.1,1.563e+02,3.530e+02,9.733e+04,9.784e+04
32.6,2.118e+02,5.612e+02,1.317e+05,1.325e+05
34.2,3.220e+02,9.867e+02,1.877e+05,1.890e+05
35.7,7.285e+02,1.879e+03,2.909e+05,2.936e+05
37.3,2.013e+03,3.912e+03,5.065e+05,5.124e+05
38.9,5.211e+03,1.012e+04,1.027e+06,1.042e+06
40.4,9.991e+03,2.054e+04,1.749e+06,1.780e+06
42.0,1.815e+04,2.627e+04,2.016e+06,2.060e+06
43.5,2.843e+04,2.896e+04,1.998e+06,2.055e+06
45.1,2.699e+04,2.731e+04,1.655e+06,1.709e+06
46.6,2.225e+04,2.351e+04,1.288e+06,1.334e+06
48.2,1.806e+04,2.000e+04,1.046e+06,1.084e+06
49.7,1.531e+04,1.915e+04,8.687e+05,9.031e+05
51.3,1.432e+04,2.258e+04,7.533e+05,7.901e+05
52.8,1.336e+04,2.611e+04,6.832e+05,7.227e+05
54.4,1.157e+04,2.849e+04,6.341e+05,6.742e+05
55.9,1.043e+04,2.630e+04,5.547e+05,5.914e+05
57.5,9.799e+03,2.065e+04,4.019e+05,4.324e+05
59.1,1.172e+04,1.633e+04,2.885e+05,3.166e+05
60.6,1.843e+04,1.421e+04,2.250e+05,2.577e+05
62.2,2.240e+04,1.143e+04,1.559e+05,1.897e+05
63.7,1.837e+04,1.007e+04,1.158e+05,1.442e+05
65.3,1.534e+04,1.041e+04,1.010e+05,1.267e+05
66.8,1.480e+04,1.176e+04,9.270e+04,1.193e+05
68.4,1.164e+04,1.477e+04,9.151e+04,1.179e+05
69.9,8.648e+03,1.605e+04,8.727e+04,1.120e+05
71.5,6.079e+03,1.539e+04,7.813e+04,9.960e+04
73.0,4.501e+03,1.458e+04,6.928e+04,8.836e+04
74.6,3.754e+03,1.349e+04,6.188e+04,7.912e+04
76.1,5.065e+03,1.196e+04,5.398e+04,7.101e+04
77.7,8.481e+03,1.203e+04,4.906e+04,6.957e+04
79.3,9.989e+03,1.253e+04,4.677e+04,6.929e+04
80.8,9.248e+03,1.445e+04,4.448e+04,6.818e+04
82.4,7.014e+03,1.991e+04,4.665e+04,7.357e+04
83.9,4.768e+03,3.082e+04,5.054e+04,8.613e+04
85.5,4.706e+03,5.146e+04,6.489e+04,1.211e+05
87.0,4.900e+03,6.077e+04,6.811e+04,1.338e+05
88.6,5.804e+03,5.787e+04,5.932e+04,1.230e+05
90.1,5.053e+03,4.816e+04,4.805e+04,1.013e+05
91.7,6.078e+03,3.448e+04,3.758e+04,7.814e+04
93.2,8.018e+03,2.454e+04,3.322e+04,6.578e+04
94.8,9.559e+03,1.921e+04,3.242e+04,6.119e+04
96.4,1.019e+04,1.835e+04,3.647e+04,6.501e+04
97.9,1.079e+04,2.577e+04,4.669e+04,8.326e+04
99.5,1.303e+04,4.415e+04,5.937e+04,1.165e+05
101.0,1.484e+04,6.336e+04,6.645e+04,1.447e+05
102.6,1.566e+04,7.976e+04,7.005e+04,1.655e+05
104.1,1.694e+04,1.024e+05,7.625e+04,1.956e+05
105.7,1.873e+04,1.221e+05,7.954e+04,2.204e+05
107.2,1.983e+04,1.330e+05,8.200e+04,2.348e+05
108.8,1.899e+04,1.452e+05,8.544e+04,2.497e+05
110.3,1.831e+04,1.506e+05,8.389e+04,2.528e+05
111.9,1.693e+04,1.495e+05,7.940e+04,2.459e+05
113.4,1.476e+04,1.455e+05,7.226e+04,2.326e+05
115.0,1.405e+04,1.467e+05,6.717e+04,2.279e+05
116.6,1.605e+04,1.484e+05,6.140e+04,2.258e+05
118.1,1.868e+04,1.365e+05,5.634e+04,2.116e+05
119.7,2.010e+04,1.347e+05,5.807e+04,2.129e+05
121.2,1.990e+04,1.426e+05,5.880e+04,2.213e+05
122.8,1.824e+04,1.473e+05,5.755e+04,2.231e+05
124.3,1.567e+04,1.479e+05,5.663e+04,2.202e+05
125.9,1.355e+04,1.446e+05,5.603e+04,2.142e+05
127.4,1.362e+04,1.429e+05,5.522e+04,2.118e+05
129.0,1.444e+04,1.427e+05,4.956e+04,2.067e+05
130.5,1.716e+04,1.334e+05,4.020e+04,1.907e+05
132.1,1.863e+04,1.034e+05,2.853e+04,1.505e+05
133.6,1.249e+04,3.413e+04,1.160e+04,5.822e+04
135.2,1.313e+04,1.182e+04,6.519e+03,3.147e+04
136.8,1.499e+04,1.015e+04,5.694e+03,3.083e+04
138.3,1.717e+04,7.937e+03,5.854e+03,3.096e+04
139.9,2.053e+04,5.831e+03,6.388e+03,3.275e+04
141.4,2.335e+04,4.830e+03,5.933e+03,3.411e+04
143.0,2.627e+04,5.199e+03,5.870e+03,3.734e+04
144.5,2.849e+04,5.813e+03,6.603e+03,4.091e+04
146.1,3.020e+04,5.365e+03,7.482e+03,4.305e+04
147.6,3.140e+04,4.531e+03,8.044e+03,4.397e+04
149.2,3.308e+04,4.298e+03,9.015e+03,4.639e+04
150.7,3.341e+04,3.852e+03,9.599e+03,4.686e+04
152.3,3.272e+04,3.358e+03,9.742e+03,4.582e+04
153.9,3.170e+04,3.408e+03,1.021e+04,4.532e+04
155.4,3.003e+04,3.222e+03,1.056e+04,4.381e+04
157.0,2.848e+04,3.169e+03,9.816e+03,4.147e+04
158.5,2.845e+04,3.791e+03,8.957e+03,4.119e+04
160.1,2.901e+04,4.586e+03,8.092e+03,4.169e+04
161.6,2.851e+04,5.067e+03,7.122e+03,4.070e+04
163.2,2.543e+04,4.360e+03,5.942e+03,3.573e+04
164.7,2.215e+04,3.504e+03,5.188e+03,3.084e+04
166.3,2.126e+04,3.461e+03,4.892e+03,2.961e+04
167.8,1.956e+04,3.199e+03,4.605e+03,2.737e+04
169.4,1.768e+04,4.169e+03,4.095e+03,2.595e+04
170.9,1.716e+04,5.543e+03,3.875e+03,2.658e+04
172.5,1.679e+04,5.295e+03,4.235e+03,2.632e+04
174.1,1.788e+04,5.416e+03,4.803e+03,2.810e+04
175.6,1.883e+04,6.026e+03,5.202e+03,3.006e+04
177.2,2.052e+04,7.207e+03,5.694e+03,3.342e+04
178.7,2.127e+04,8.787e+03,5.855e+03,3.591e+04
180.3,2.110e+04,1.015e+04,5.402e+03,3.665e+04
181.8,2.058e+04,1.088e+04,4.930e+03,3.639e+04
183.4,2.107e+04,1.120e+04,4.883e+03,3.716e+04
184.9,2.032e+04,1.049e+04,4.623e+03,3.543e+04
186.5,1.995e+04,9.592e+03,4.669e+03,3.421e+04
188.0,2.107e+04,9.371e+03,5.046e+03,3.549e+04
189.6,2.301e+04,9.592e+03,5.767e+03,3.837e+04
191.1,2.450e+04,9.687e+03,6.719e+03,4.091e+04
192.7,2.441e+04,1.020e+04,7.283e+03,4.189e+04
194.3,2.349e+04,1.144e+04,7.749e+03,4.268e+04
195.8,2.359e+04,1.151e+04,8.314e+03,4.342e+04
197.4,2.433e+04,1.106e+04,8.664e+03,4.406e+04
198.9,2.490e+04,1.006e+04,9.227e+03,4.419e+04
