freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.676e+01,5.817e+02,2.301e+01,6.814e+02
1.5,3.243e+02,3.419e+02,4.680e+01,7.130e+02
3.1,5.551e+02,3.900e+01,4.546e+01,6.396e+02
4.6,5.724e+02,4.278e+02,4.661e+01,1.047e+03
6.2,5.117e+02,1.594e+03,4.575e+01,2.151e+03
7.7,5.306e+02,2.663e+03,4.663e+01,3.240e+03
9.3,4.437e+02,2.737e+03,5.353e+01,3.234e+03
10.8,3.929e+02,3.395e+03,5.236e+01,3.840e+03
12.3,4.644e+02,4.867e+03,4.370e+01,5.375e+03
13.9,4.754e+02,6.985e+03,4.294e+01,7.503e+03
15.4,4.898e+02,9.782e+03,4.874e+01,1.032e+04
17.0,4.482e+02,1.269e+04,5.204e+01,1.319e+04
18.5,4.113e+02,1.565e+04,5.461e+01,1.612e+04
20.1,4.574e+02,1.895e+04,5.962e+01,1.947e+04
21.6,3.942e+02,2.241e+04,7.466e+01,2.288e+04
23.1,3.851e+02,2.721e+04,6.748e+01,2.767e+04
24.7,5.119e+02,3.262e+04,5.769e+01,3.319e+04
26.2,4.415e+02,4.005e+04,5.405e+01,4.055e+04
27.8,4.546e+02,4.910e+04,5.785e+01,4.961e+04
29.3,5.263e+02,6.064e+04,6.263e+01,6.123e+04
30.9,5.721e+02,7.608e+04,5.712e+01,7.671e+04
32.4,4.167e+02,9.663e+04,4.989e+01,9.709e+04
33.9,3.876e+02,1.251e+05,4.602e+01,1.255e+05
35.5,4.344e+02,1.657e+05,5.495e+01,1.662e+05
37.0,5.213e+02,2.284e+05,5.829e+01,2.290e+05
38.6,6.472e+02,3.371e+05,5.464e+01,3.378e+05
40.1,9.057e+02,5.747e+05,5.595e+01,5.757e+05
41.7,2.231e+03,1.131e+06,9.720e+01,1.134e+06
43.2,3.343e+03,1.677e+06,1.912e+02,1.680e+06
44.7,2.103e+03,1.607e+06,9.320e+02,1.610e+06
46.3,2.339e+03,1.443e+06,2.250e+03,1.448e+06
47.8,2.425e+03,1.236e+06,2.597e+03,1.241e+06
49.4,1.942e+03,9.518e+05,1.545e+03,9.552e+05
50.9,1.591e+03,7.309e+05,5.108e+02,7.330e+05
52.5,1.296e+03,5.520e+05,4.310e+02,5.538e+05
54.0,1.163e+03,4.303e+05,9.395e+02,4.324e+05
55.5,1.074e+03,3.516e+05,2.604e+03,3.553e+05
