freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.233e+02,1.091e+01,1.145e+01,3.456e+02
1.5,1.954e+02,2.450e+01,5.269e+01,2.726e+02
3.1,3.606e+01,2.542e+01,6.187e+01,1.233e+02
4.6,3.717e+02,2.575e+01,6.751e+01,4.650e+02
6.2,1.295e+03,2.709e+01,7.504e+01,1.397e+03
7.7,2.115e+03,2.988e+01,7.096e+01,2.216e+03
9.3,2.899e+03,3.563e+01,6.648e+01,3.001e+03
10.8,3.719e+03,3.123e+01,6.867e+01,3.818e+03
12.4,4.804e+03,2.986e+01,7.225e+01,4.906e+03
13.9,6.213e+03,2.983e+01,6.767e+01,6.311e+03
15.5,7.718e+03,3.496e+01,6.498e+01,7.818e+03
17.0,9.429e+03,3.682e+01,6.463e+01,9.531e+03
18.5,1.130e+04,3.968e+01,6.473e+01,1.141e+04
20.1,1.352e+04,4.296e+01,7.070e+01,1.364e+04
21.6,1.652e+04,4.713e+01,6.805e+01,1.663e+04
23.2,1.979e+04,4.578e+01,6.830e+01,1.991e+04
24.7,2.249e+04,4.779e+01,7.308e+01,2.261e+04
26.3,2.485e+04,5.376e+01,7.627e+01,2.498e+04
27.8,2.753e+04,5.822e+01,7.165e+01,2.766e+04
29.4,3.050e+04,5.540e+01,7.300e+01,3.062e+04
30.9,3.429e+04,5.545e+01,7.267e+01,3.442e+04
32.5,3.976e+04,5.456e+01,7.079e+01,3.988e+04
34.0,4.618e+04,5.980e+01,6.680e+01,4.631e+04
35.5,5.288e+04,6.989e+01,6.334e+01,5.301e+04
37.1,6.208e+04,7.597e+01,6.827e+01,6.223e+04
38.6,7.074e+04,7.794e+01,6.391e+01,7.089e+04
40.2,7.797e+04,7.319e+01,7.423e+01,7.811e+04
41.7,8.647e+04,7.265e+01,8.034e+01,8.662e+04
43.3,9.687e+04,7.656e+01,7.906e+01,9.703e+04
44.8,1.096e+05,7.734e+01,8.213e+01,1.098e+05
46.4,1.252e+05,7.147e+01,9.017e+01,1.254e+05
47.9,1.442e+05,6.863e+01,8.636e+01,1.444e+05
49.5,1.669e+05,6.949e+01,8.551e+01,1.670e+05
51.0,1.918e+05,7.741e+01,1.079e+02,1.920e+05
52.5,2.192e+05,8.052e+01,1.185e+02,2.194e+05
54.1,2.562e+05,7.480e+01,1.115e+02,2.564e+05
55.6,2.945e+05,6.743e+01,8.953e+01,2.946e+05
57.2,3.533e+05,7.850e+01,9.567e+01,3.535e+05
58.7,4.293e+05,1.560e+02,1.426e+02,4.296e+05
60.3,5.140e+05,3.127e+02,1.684e+02,5.145e+05
61.8,6.770e+05,5.922e+02,2.299e+02,6.779e+05
63.4,8.330e+05,1.141e+03,4.200e+02,8.346e+05
64.9,9.019e+05,2.074e+03,9.577e+02,9.049e+05
66.5,1.014e+06,3.204e+03,1.614e+03,1.019e+06
68.0,9.918e+05,4.085e+03,1.770e+03,9.977e+05
69.5,8.423e+05,4.634e+03,1.824e+03,8.487e+05
71.1,6.708e+05,6.269e+03,3.015e+03,6.801e+05
72.6,5.530e+05,8.331e+03,4.811e+03,5.662e+05
74.2,4.521e+05,9.048e+03,5.327e+03,4.665e+05
75.7,3.876e+05,9.939e+03,5.645e+03,4.032e+05
77.3,3.337e+05,1.012e+04,5.788e+03,3.496e+05
78.8,2.743e+05,9.291e+03,5.040e+03,2.887e+05
80.4,2.207e+05,9.140e+03,4.770e+03,2.347e+05
81.9,1.648e+05,9.444e+03,4.790e+03,1.791e+05
83.5,1.338e+05,1.034e+04,5.023e+03,1.492e+05
85.0,1.194e+05,1.120e+04,5.349e+03,1.360e+05
86.5,8.394e+04,1.066e+04,5.420e+03,1.000e+05
88.1,5.210e+04,9.529e+03,5.777e+03,6.740e+04
89.6,3.789e+04,9.555e+03,6.612e+03,5.405e+04
91.2,3.339e+04,8.300e+03,6.234e+03,4.792e+04
92.7,3.557e+04,8.308e+03,6.044e+03,4.992e+04
94.3,3.698e+04,8.220e+03,5.202e+03,5.040e+04
95.8,3.988e+04,7.160e+03,3.602e+03,5.064e+04
97.4,5.159e+04,6.689e+03,2.465e+03,6.075e+04
98.9,7.073e+04,7.828e+03,2.597e+03,8.115e+04
100.5,8.407e+04,1.013e+04,3.636e+03,9.784e+04
102.0,9.465e+04,1.067e+04,4.312e+03,1.096e+05
103.5,8.185e+04,9.788e+03,4.041e+03,9.568e+04
105.1,7.084e+04,9.345e+03,3.695e+03,8.388e+04
106.6,6.490e+04,8.834e+03,3.200e+03,7.693e+04
108.2,6.150e+04,9.057e+03,2.682e+03,7.324e+04
109.7,7.215e+04,1.354e+04,2.686e+03,8.838e+04
111.3,1.049e+05,2.226e+04,2.991e+03,1.302e+05
112.8,1.577e+05,3.716e+04,3.685e+03,1.986e+05
114.4,1.951e+05,5.772e+04,5.137e+03,2.579e+05
115.9,2.220e+05,6.501e+04,5.651e+03,2.926e+05
117.5,2.509e+05,5.808e+04,5.411e+03,3.144e+05
119.0,2.659e+05,5.343e+04,5.339e+03,3.247e+05
120.6,2.492e+05,4.866e+04,4.893e+03,3.028e+05
122.1,2.312e+05,4.189e+04,4.605e+03,2.777e+05
123.6,2.432e+05,3.542e+04,4.055e+03,2.827e+05
125.2,2.244e+05,3.785e+04,4.529e+03,2.668e+05
126.7,2.015e+05,3.849e+04,5.060e+03,2.450e+05
128.3,1.874e+05,4.176e+04,4.803e+03,2.340e+05
129.8,1.687e+05,4.483e+04,4.425e+03,2.180e+05
131.4,1.423e+05,3.621e+04,3.268e+03,1.817e+05
132.9,7.103e+04,1.830e+04,1.600e+03,9.093e+04
134.5,1.467e+04,3.633e+03,3.083e+02,1.861e+04
136.0,1.041e+04,3.006e+03,2.105e+02,1.363e+04
