freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.570e+02,1.270e+01,1.019e+01,5.799e+02
1.5,6.636e+02,4.088e+01,4.330e+01,7.478e+02
3.1,4.693e+02,4.211e+01,5.867e+01,5.700e+02
4.6,6.559e+02,4.381e+01,5.805e+01,7.577e+02
6.2,1.691e+03,5.748e+01,4.816e+01,1.797e+03
7.7,2.532e+03,5.048e+01,5.103e+01,2.634e+03
9.2,3.153e+03,5.518e+01,5.250e+01,3.261e+03
10.8,4.160e+03,5.691e+01,4.907e+01,4.266e+03
12.3,5.193e+03,4.464e+01,4.950e+01,5.288e+03
13.9,6.483e+03,4.792e+01,5.373e+01,6.585e+03
15.4,8.002e+03,4.782e+01,5.373e+01,8.104e+03
17.0,9.856e+03,4.641e+01,5.195e+01,9.955e+03
18.5,1.210e+04,5.105e+01,5.390e+01,1.220e+04
20.0,1.483e+04,5.673e+01,5.603e+01,1.494e+04
21.6,1.782e+04,5.364e+01,5.296e+01,1.793e+04
23.1,2.005e+04,5.457e+01,5.878e+01,2.016e+04
24.7,2.216e+04,5.697e+01,5.884e+01,2.227e+04
26.2,2.510e+04,5.637e+01,5.590e+01,2.521e+04
27.7,2.864e+04,4.636e+01,5.200e+01,2.874e+04
29.3,3.294e+04,4.874e+01,5.449e+01,3.305e+04
30.8,3.763e+04,6.111e+01,5.778e+01,3.774e+04
32.4,4.300e+04,5.794e+01,5.398e+01,4.311e+04
33.9,4.969e+04,5.819e+01,5.333e+01,4.980e+04
35.4,5.614e+04,7.115e+01,5.680e+01,5.627e+04
37.0,6.446e+04,6.190e+01,5.513e+01,6.458e+04
38.5,7.442e+04,5.136e+01,5.160e+01,7.452e+04
40.1,8.376e+04,5.360e+01,6.005e+01,8.388e+04
41.6,9.793e+04,6.182e+01,6.144e+01,9.805e+04
43.2,1.125e+05,7.520e+01,5.717e+01,1.126e+05
44.7,1.284e+05,8.565e+01,5.694e+01,1.285e+05
46.2,1.536e+05,1.104e+02,5.776e+01,1.538e+05
47.8,1.854e+05,1.598e+02,6.083e+01,1.856e+05
49.3,2.255e+05,2.070e+02,6.663e+01,2.258e+05
50.9,2.832e+05,2.984e+02,6.513e+01,2.836e+05
52.4,3.723e+05,5.045e+02,9.004e+01,3.729e+05
53.9,5.019e+05,8.626e+02,2.244e+02,5.030e+05
55.5,6.976e+05,1.425e+03,4.830e+02,6.995e+05
57.0,9.777e+05,2.109e+03,7.615e+02,9.806e+05
58.6,1.439e+06,2.840e+03,1.306e+03,1.443e+06
60.1,1.984e+06,3.521e+03,2.765e+03,1.990e+06
61.6,2.153e+06,3.493e+03,4.627e+03,2.161e+06
63.2,2.008e+06,3.026e+03,4.591e+03,2.016e+06
64.7,1.927e+06,3.042e+03,3.900e+03,1.934e+06
66.3,1.663e+06,2.202e+03,4.819e+03,1.670e+06
67.8,1.304e+06,1.031e+03,6.748e+03,1.311e+06
69.4,1.023e+06,8.838e+02,9.030e+03,1.032e+06
70.9,8.038e+05,3.082e+03,9.783e+03,8.167e+05
72.4,6.307e+05,5.854e+03,8.116e+03,6.447e+05
74.0,4.985e+05,6.159e+03,5.130e+03,5.097e+05
75.5,3.964e+05,6.026e+03,3.632e+03,4.060e+05
77.1,3.408e+05,7.879e+03,3.979e+03,3.527e+05
78.6,3.258e+05,9.253e+03,3.772e+03,3.389e+05
80.1,3.087e+05,1.045e+04,3.891e+03,3.230e+05
81.7,2.662e+05,1.191e+04,4.604e+03,2.827e+05
83.2,2.223e+05,1.303e+04,5.405e+03,2.407e+05
84.8,1.863e+05,1.426e+04,6.721e+03,2.072e+05
86.3,1.354e+05,1.215e+04,7.764e+03,1.554e+05
87.8,1.173e+05,7.229e+03,7.394e+03,1.320e+05
89.4,1.217e+05,4.255e+03,6.306e+03,1.323e+05
90.9,1.125e+05,3.147e+03,5.339e+03,1.210e+05
92.5,1.056e+05,2.923e+03,4.803e+03,1.134e+05
94.0,1.132e+05,3.986e+03,3.928e+03,1.211e+05
95.6,1.388e+05,8.416e+03,2.305e+03,1.495e+05
97.1,1.801e+05,1.837e+04,8.475e+02,1.993e+05
98.6,2.003e+05,2.419e+04,8.834e+02,2.254e+05
100.2,1.991e+05,2.580e+04,1.607e+03,2.265e+05
101.7,1.922e+05,3.220e+04,1.959e+03,2.263e+05
103.3,1.781e+05,3.974e+04,1.935e+03,2.197e+05
104.8,1.543e+05,3.768e+04,1.583e+03,1.935e+05
106.3,1.532e+05,2.929e+04,1.147e+03,1.836e+05
107.9,1.549e+05,1.826e+04,7.966e+02,1.740e+05
109.4,1.569e+05,9.251e+03,6.027e+02,1.668e+05
111.0,1.504e+05,3.844e+03,5.551e+02,1.548e+05
112.5,1.744e+05,5.783e+03,4.774e+02,1.807e+05
114.0,1.958e+05,1.373e+04,6.527e+02,2.102e+05
115.6,2.055e+05,2.794e+04,1.342e+03,2.348e+05
117.1,2.110e+05,4.002e+04,2.543e+03,2.535e+05
118.7,2.192e+05,4.226e+04,3.320e+03,2.647e+05
120.2,2.187e+05,3.741e+04,3.249e+03,2.594e+05
121.8,2.167e+05,2.530e+04,2.319e+03,2.443e+05
123.3,2.197e+05,3.263e+04,2.610e+03,2.550e+05
124.8,2.207e+05,4.411e+04,3.961e+03,2.688e+05
126.4,2.250e+05,4.429e+04,4.413e+03,2.737e+05
127.9,2.334e+05,3.864e+04,4.438e+03,2.765e+05
129.5,2.440e+05,3.276e+04,4.206e+03,2.809e+05
131.0,2.484e+05,2.968e+04,3.874e+03,2.819e+05
132.5,1.762e+05,2.081e+04,2.645e+03,1.996e+05
134.1,3.166e+04,4.853e+03,5.299e+02,3.704e+04
135.6,5.519e+03,2.113e+03,1.154e+02,7.747e+03
137.2,5.089e+03,2.128e+03,9.222e+01,7.309e+03
138.7,4.946e+03,1.856e+03,9.812e+01,6.901e+03
140.2,4.868e+03,1.841e+03,1.042e+02,6.814e+03
141.8,4.503e+03,2.035e+03,1.152e+02,6.653e+03
143.3,4.350e+03,2.058e+03,1.367e+02,6.545e+03
144.9,4.541e+03,1.805e+03,1.338e+02,6.479e+03
146.4,4.725e+03,1.692e+03,1.150e+02,6.532e+03
148.0,5.033e+03,1.879e+03,1.116e+02,7.024e+03
149.5,6.085e+03,2.245e+03,1.399e+02,8.470e+03
151.0,6.775e+03,2.191e+03,1.426e+02,9.109e+03
152.6,6.791e+03,1.971e+03,1.507e+02,8.913e+03
154.1,6.514e+03,1.774e+03,1.378e+02,8.426e+03
155.7,6.230e+03,1.559e+03,1.173e+02,7.906e+03
157.2,5.839e+03,1.346e+03,1.176e+02,7.303e+03
