freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.027e+02,4.777e+02,8.349e+01,7.640e+02
1.5,8.827e+02,4.002e+02,2.283e+02,1.511e+03
3.1,9.578e+02,2.590e+02,2.787e+02,1.496e+03
4.6,1.307e+03,7.223e+02,3.071e+02,2.337e+03
6.2,1.383e+03,1.797e+03,2.410e+02,3.421e+03
7.7,1.070e+03,2.731e+03,2.467e+02,4.047e+03
9.3,9.188e+02,3.523e+03,3.080e+02,4.750e+03
10.8,9.428e+02,4.108e+03,2.543e+02,5.305e+03
12.4,1.118e+03,4.990e+03,2.761e+02,6.384e+03
13.9,1.374e+03,6.724e+03,3.195e+02,8.418e+03
15.5,1.466e+03,9.231e+03,3.163e+02,1.101e+04
17.0,1.225e+03,1.205e+04,3.358e+02,1.361e+04
18.5,1.102e+03,1.461e+04,3.390e+02,1.605e+04
20.1,1.331e+03,1.741e+04,3.190e+02,1.906e+04
21.6,1.339e+03,2.042e+04,2.990e+02,2.206e+04
23.2,1.203e+03,2.376e+04,2.324e+02,2.520e+04
24.7,1.155e+03,2.789e+04,2.803e+02,2.933e+04
26.3,1.145e+03,3.293e+04,2.746e+02,3.435e+04
27.8,1.621e+03,3.925e+04,3.114e+02,4.118e+04
29.4,1.342e+03,4.728e+04,3.480e+02,4.897e+04
30.9,1.349e+03,5.800e+04,3.178e+02,5.966e+04
32.4,1.470e+03,7.195e+04,3.096e+02,7.373e+04
34.0,1.557e+03,9.016e+04,2.924e+02,9.201e+04
35.5,1.408e+03,1.150e+05,2.728e+02,1.167e+05
37.1,1.641e+03,1.495e+05,2.719e+02,1.514e+05
38.6,1.716e+03,1.983e+05,2.573e+02,2.003e+05
40.2,1.575e+03,2.781e+05,2.479e+02,2.799e+05
41.7,1.330e+03,4.251e+05,3.021e+02,4.267e+05
43.3,1.286e+03,7.460e+05,5.502e+02,7.479e+05
44.8,1.567e+03,1.246e+06,3.422e+03,1.251e+06
46.4,1.604e+03,1.650e+06,1.109e+04,1.663e+06
47.9,1.369e+03,1.543e+06,1.511e+04,1.560e+06
49.4,1.279e+03,1.125e+06,1.110e+04,1.137e+06
51.0,1.166e+03,7.910e+05,6.320e+03,7.985e+05
52.5,1.073e+03,5.317e+05,4.868e+03,5.376e+05
54.1,1.029e+03,3.662e+05,7.851e+03,3.751e+05
55.6,1.378e+03,2.547e+05,2.002e+04,2.761e+05
57.2,1.619e+03,1.900e+05,3.495e+04,2.265e+05
58.7,1.975e+03,1.454e+05,4.026e+04,1.877e+05
60.3,2.099e+03,1.102e+05,3.659e+04,1.489e+05
61.8,2.152e+03,8.732e+04,3.411e+04,1.236e+05
63.3,2.806e+03,6.651e+04,3.590e+04,1.052e+05
64.9,4.682e+03,4.721e+04,4.230e+04,9.419e+04
66.4,7.290e+03,3.741e+04,6.043e+04,1.051e+05
68.0,9.905e+03,3.934e+04,8.506e+04,1.343e+05
69.5,9.995e+03,4.761e+04,1.007e+05,1.583e+05
71.1,8.967e+03,6.003e+04,1.137e+05,1.827e+05
72.6,8.533e+03,8.404e+04,1.255e+05,2.181e+05
74.2,9.333e+03,1.066e+05,1.207e+05,2.366e+05
75.7,9.133e+03,1.168e+05,1.082e+05,2.342e+05
77.3,8.506e+03,1.191e+05,9.472e+04,2.223e+05
78.8,7.868e+03,1.165e+05,8.090e+04,2.053e+05
80.3,6.142e+03,1.140e+05,7.117e+04,1.913e+05
81.9,4.235e+03,1.128e+05,6.787e+04,1.849e+05
83.4,3.380e+03,1.198e+05,7.389e+04,1.971e+05
85.0,4.094e+03,1.397e+05,8.465e+04,2.284e+05
86.5,4.616e+03,1.660e+05,9.476e+04,2.653e+05
88.1,4.155e+03,1.971e+05,1.018e+05,3.030e+05
89.6,4.161e+03,2.432e+05,1.098e+05,3.572e+05
91.2,5.772e+03,2.968e+05,1.203e+05,4.228e+05
92.7,7.977e+03,3.179e+05,1.230e+05,4.489e+05
94.2,1.078e+04,3.135e+05,1.190e+05,4.433e+05
95.8,9.645e+03,3.242e+05,1.145e+05,4.484e+05
97.3,5.935e+03,3.520e+05,1.146e+05,4.725e+05
98.9,3.638e+03,3.508e+05,1.153e+05,4.697e+05
100.4,3.377e+03,3.236e+05,1.107e+05,4.377e+05
102.0,3.134e+03,3.063e+05,1.002e+05,4.096e+05
103.5,1.964e+03,3.348e+05,8.698e+04,4.238e+05
105.1,2.471e+03,3.889e+05,7.520e+04,4.666e+05
106.6,2.872e+03,4.469e+05,6.641e+04,5.162e+05
108.2,2.591e+03,4.851e+05,5.974e+04,5.474e+05
109.7,2.662e+03,4.923e+05,5.614e+04,5.511e+05
111.2,2.503e+03,4.736e+05,5.264e+04,5.288e+05
112.8,3.049e+03,3.953e+05,4.492e+04,4.433e+05
114.3,3.411e+03,3.158e+05,3.761e+04,3.568e+05
115.9,3.188e+03,2.660e+05,3.328e+04,3.025e+05
117.4,3.669e+03,2.374e+05,2.959e+04,2.706e+05
119.0,3.578e+03,2.294e+05,2.517e+04,2.582e+05
120.5,5.200e+03,2.233e+05,2.114e+04,2.496e+05
122.1,4.491e+03,2.074e+05,1.862e+04,2.305e+05
123.6,3.235e+03,1.800e+05,1.650e+04,1.997e+05
125.1,6.006e+03,1.577e+05,1.474e+04,1.785e+05
126.7,1.032e+04,1.637e+05,1.504e+04,1.890e+05
128.2,9.983e+03,1.495e+05,1.372e+04,1.732e+05
129.8,1.064e+04,1.466e+05,1.271e+04,1.699e+05
131.3,7.767e+03,1.660e+05,1.399e+04,1.877e+05
132.9,6.376e+03,9.038e+04,8.306e+03,1.051e+05
134.4,4.727e+03,1.060e+04,1.743e+03,1.707e+04
136.0,3.203e+03,2.604e+03,1.258e+03,7.064e+03
137.5,3.155e+03,1.881e+03,1.328e+03,6.364e+03
139.1,2.115e+03,1.004e+03,9.817e+02,4.101e+03
140.6,2.221e+03,7.753e+02,6.701e+02,3.667e+03
142.1,2.513e+03,8.129e+02,5.180e+02,3.844e+03
143.7,2.596e+03,1.030e+03,3.665e+02,3.993e+03
145.2,2.803e+03,1.427e+03,4.705e+02,4.700e+03
146.8,2.805e+03,1.999e+03,7.011e+02,5.505e+03
148.3,2.479e+03,2.330e+03,7.817e+02,5.591e+03
149.9,1.874e+03,2.794e+03,8.930e+02,5.561e+03
151.4,1.837e+03,2.990e+03,8.957e+02,5.723e+03
153.0,2.355e+03,2.960e+03,8.181e+02,6.134e+03
154.5,2.200e+03,3.440e+03,7.557e+02,6.396e+03
156.0,1.896e+03,3.792e+03,7.054e+02,6.393e+03
157.6,1.426e+03,3.797e+03,5.466e+02,5.770e+03
159.1,1.581e+03,3.756e+03,5.346e+02,5.872e+03
160.7,1.597e+03,3.808e+03,3.984e+02,5.804e+03
162.2,2.123e+03,3.704e+03,3.578e+02,6.185e+03
163.8,2.060e+03,3.456e+03,4.225e+02,5.938e+03
165.3,1.620e+03,2.996e+03,3.968e+02,5.013e+03
166.9,1.907e+03,2.855e+03,3.741e+02,5.136e+03
168.4,2.106e+03,2.792e+03,2.785e+02,5.176e+03
170.0,1.952e+03,2.790e+03,2.204e+02,4.963e+03
171.5,1.791e+03,2.809e+03,1.971e+02,4.798e+03
173.0,1.880e+03,2.909e+03,1.837e+02,4.972e+03
174.6,1.483e+03,2.924e+03,1.762e+02,4.584e+03
176.1,1.486e+03,2.835e+03,1.663e+02,4.487e+03
177.7,1.544e+03,2.890e+03,1.655e+02,4.600e+03
179.2,1.697e+03,3.110e+03,1.535e+02,4.961e+03
180.8,1.965e+03,3.285e+03,1.882e+02,5.438e+03
182.3,1.877e+03,3.415e+03,1.877e+02,5.479e+03
183.9,2.156e+03,3.514e+03,2.281e+02,5.898e+03
185.4,2.566e+03,3.423e+03,2.326e+02,6.221e+03
186.9,2.040e+03,3.194e+03,1.916e+02,5.426e+03
188.5,2.478e+03,3.025e+03,1.864e+02,5.690e+03
190.0,2.786e+03,3.019e+03,1.951e+02,6.000e+03
191.6,2.505e+03,3.073e+03,2.478e+02,5.826e+03
193.1,2.660e+03,2.997e+03,2.394e+02,5.897e+03
194.7,2.645e+03,3.151e+03,2.473e+02,6.043e+03
196.2,2.363e+03,3.250e+03,2.730e+02,5.886e+03
197.8,2.079e+03,3.364e+03,2.411e+02,5.684e+03
199.3,1.993e+03,3.375e+03,2.129e+02,5.581e+03
