freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.833e+02,1.659e+01,1.067e+01,5.106e+02
1.5,6.377e+02,8.677e+01,4.116e+01,7.656e+02
3.1,4.588e+02,9.943e+01,5.424e+01,6.125e+02
4.6,7.766e+02,1.014e+02,5.986e+01,9.379e+02
6.2,1.669e+03,1.069e+02,5.721e+01,1.834e+03
7.7,2.383e+03,9.896e+01,6.031e+01,2.542e+03
9.2,3.026e+03,1.066e+02,6.351e+01,3.197e+03
10.8,3.984e+03,1.020e+02,6.243e+01,4.149e+03
12.3,5.133e+03,1.106e+02,6.024e+01,5.304e+03
13.9,6.397e+03,9.316e+01,6.118e+01,6.552e+03
15.4,7.763e+03,1.068e+02,6.646e+01,7.937e+03
17.0,9.433e+03,9.649e+01,6.375e+01,9.593e+03
18.5,1.156e+04,1.034e+02,6.033e+01,1.172e+04
20.0,1.445e+04,1.235e+02,6.293e+01,1.463e+04
21.6,1.812e+04,1.157e+02,6.815e+01,1.830e+04
23.1,2.120e+04,1.201e+02,7.085e+01,2.140e+04
24.7,2.283e+04,1.317e+02,6.523e+01,2.303e+04
26.2,2.484e+04,1.204e+02,6.148e+01,2.502e+04
27.7,2.828e+04,9.693e+01,6.238e+01,2.844e+04
29.3,3.244e+04,1.054e+02,6.382e+01,3.261e+04
30.8,3.712e+04,1.336e+02,6.474e+01,3.732e+04
32.4,4.241e+04,1.318e+02,6.389e+01,4.261e+04
33.9,4.910e+04,1.347e+02,6.077e+01,4.929e+04
35.5,5.739e+04,1.133e+02,6.042e+01,5.757e+04
37.0,6.768e+04,1.143e+02,6.501e+01,6.786e+04
38.5,7.718e+04,1.216e+02,6.846e+01,7.737e+04
40.1,8.597e+04,1.374e+02,6.430e+01,8.617e+04
41.6,9.881e+04,1.715e+02,6.260e+01,9.905e+04
43.2,1.118e+05,2.106e+02,6.565e+01,1.120e+05
44.7,1.241e+05,2.550e+02,6.575e+01,1.244e+05
46.2,1.440e+05,3.062e+02,6.414e+01,1.444e+05
47.8,1.689e+05,3.899e+02,6.140e+01,1.693e+05
49.3,1.974e+05,4.574e+02,7.226e+01,1.979e+05
50.9,2.403e+05,6.163e+02,8.555e+01,2.410e+05
52.4,3.061e+05,9.545e+02,1.407e+02,3.072e+05
54.0,4.040e+05,1.672e+03,2.977e+02,4.060e+05
55.5,5.404e+05,2.888e+03,5.976e+02,5.439e+05
57.0,6.830e+05,4.520e+03,1.180e+03,6.887e+05
58.6,9.169e+05,6.206e+03,2.018e+03,9.251e+05
60.1,1.365e+06,8.627e+03,4.064e+03,1.378e+06
61.7,1.923e+06,1.246e+04,1.084e+04,1.946e+06
63.2,2.157e+06,1.395e+04,1.422e+04,2.185e+06
64.7,2.080e+06,1.356e+04,1.283e+04,2.107e+06
66.3,1.859e+06,1.092e+04,1.305e+04,1.883e+06
67.8,1.510e+06,5.614e+03,1.357e+04,1.530e+06
69.4,1.208e+06,2.199e+03,1.403e+04,1.224e+06
70.9,9.685e+05,6.065e+02,1.427e+04,9.834e+05
72.5,7.641e+05,9.538e+02,1.123e+04,7.763e+05
74.0,6.072e+05,2.503e+03,6.167e+03,6.159e+05
75.5,4.821e+05,3.593e+03,2.751e+03,4.885e+05
77.1,3.848e+05,4.261e+03,2.056e+03,3.911e+05
78.6,3.154e+05,5.813e+03,2.381e+03,3.236e+05
80.2,2.691e+05,7.731e+03,2.734e+03,2.795e+05
81.7,2.236e+05,9.887e+03,3.210e+03,2.367e+05
83.2,1.893e+05,1.105e+04,3.309e+03,2.036e+05
84.8,1.681e+05,1.072e+04,3.025e+03,1.818e+05
86.3,1.216e+05,1.016e+04,3.337e+03,1.351e+05
87.9,8.327e+04,7.603e+03,3.441e+03,9.432e+04
89.4,6.934e+04,4.353e+03,2.977e+03,7.667e+04
90.9,6.489e+04,2.657e+03,2.434e+03,6.998e+04
92.5,5.473e+04,2.050e+03,2.105e+03,5.889e+04
94.0,4.376e+04,1.349e+03,1.836e+03,4.694e+04
95.6,4.191e+04,7.559e+02,1.589e+03,4.426e+04
97.1,3.322e+04,7.110e+02,1.215e+03,3.515e+04
98.7,3.231e+04,1.224e+03,7.711e+02,3.430e+04
100.2,4.380e+04,2.810e+03,5.659e+02,4.718e+04
101.7,5.679e+04,5.433e+03,6.162e+02,6.284e+04
103.3,6.041e+04,8.135e+03,6.885e+02,6.924e+04
104.8,4.946e+04,8.350e+03,9.006e+02,5.871e+04
106.4,4.407e+04,7.953e+03,1.835e+03,5.386e+04
107.9,5.216e+04,9.009e+03,2.972e+03,6.414e+04
109.4,6.569e+04,9.595e+03,3.434e+03,7.872e+04
111.0,8.296e+04,7.642e+03,2.762e+03,9.336e+04
112.5,8.204e+04,4.495e+03,2.011e+03,8.854e+04
114.1,8.254e+04,2.424e+03,1.878e+03,8.684e+04
115.6,1.006e+05,2.643e+03,1.755e+03,1.050e+05
117.2,9.795e+04,3.811e+03,1.611e+03,1.034e+05
118.7,1.092e+05,3.980e+03,1.423e+03,1.146e+05
120.2,1.392e+05,2.630e+03,7.609e+02,1.426e+05
121.8,1.607e+05,3.659e+03,3.665e+02,1.647e+05
123.3,1.709e+05,4.749e+03,2.175e+02,1.759e+05
124.9,1.750e+05,6.191e+03,1.653e+02,1.813e+05
126.4,1.741e+05,1.273e+04,3.833e+02,1.872e+05
127.9,1.626e+05,1.899e+04,4.602e+02,1.820e+05
129.5,1.536e+05,1.585e+04,3.239e+02,1.697e+05
131.0,1.583e+05,1.823e+04,6.789e+02,1.772e+05
132.6,1.107e+05,1.187e+04,7.579e+02,1.234e+05
134.1,2.527e+04,3.143e+03,1.945e+02,2.861e+04
135.7,1.266e+04,2.187e+03,7.382e+01,1.492e+04
137.2,1.356e+04,2.931e+03,7.449e+01,1.656e+04
138.7,1.426e+04,3.610e+03,7.436e+01,1.794e+04
140.3,1.395e+04,4.002e+03,7.726e+01,1.803e+04
